gid,ctlabel,borocode,boroname,ct2010,boroct2010,cdeligibil,ntacode,ntaname,puma
358,860,3,Brooklyn,86000,3086000,E,BK91,East Flatbush-Farragut,4010
359,862,3,Brooklyn,86200,3086200,E,BK96,Rugby-Remsen Village,4010
360,864,3,Brooklyn,86400,3086400,I,BK96,Rugby-Remsen Village,4010
361,866,3,Brooklyn,86600,3086600,E,BK96,Rugby-Remsen Village,4010
362,868,3,Brooklyn,86800,3086800,E,BK96,Rugby-Remsen Village,4010
363,870,3,Brooklyn,87000,3087000,E,BK91,East Flatbush-Farragut,4010
364,872,3,Brooklyn,87200,3087200,I,BK91,East Flatbush-Farragut,4010
365,874.01,3,Brooklyn,87401,3087401,E,BK60,Prospect Lefferts Gardens-Wingate,4011
366,876,3,Brooklyn,87600,3087600,I,BK60,Prospect Lefferts Gardens-Wingate,4011
367,878,3,Brooklyn,87800,3087800,E,BK60,Prospect Lefferts Gardens-Wingate,4011
368,882,3,Brooklyn,88200,3088200,E,BK96,Rugby-Remsen Village,4010
369,884,3,Brooklyn,88400,3088400,E,BK96,Rugby-Remsen Village,4010
370,886,3,Brooklyn,88600,3088600,E,BK96,Rugby-Remsen Village,4010
371,888,3,Brooklyn,88800,3088800,E,BK96,Rugby-Remsen Village,4010
372,890,3,Brooklyn,89000,3089000,E,BK96,Rugby-Remsen Village,4010
373,894,3,Brooklyn,89400,3089400,E,BK81,Brownsville,4007
374,896,3,Brooklyn,89600,3089600,E,BK81,Brownsville,4007
376,902,3,Brooklyn,90200,3090200,E,BK81,Brownsville,4007
377,906,3,Brooklyn,90600,3090600,E,BK81,Brownsville,4007
378,916,3,Brooklyn,91600,3091600,E,BK81,Brownsville,4007
379,918,3,Brooklyn,91800,3091800,E,BK81,Brownsville,4007
380,920,3,Brooklyn,92000,3092000,E,BK81,Brownsville,4007
381,922,3,Brooklyn,92200,3092200,E,BK81,Brownsville,4007
382,924,3,Brooklyn,92400,3092400,E,BK81,Brownsville,4007
383,928,3,Brooklyn,92800,3092800,I,BK96,Rugby-Remsen Village,4010
384,930,3,Brooklyn,93000,3093000,I,BK96,Rugby-Remsen Village,4010
385,938,3,Brooklyn,93800,3093800,E,BK96,Rugby-Remsen Village,4010
386,954,3,Brooklyn,95400,3095400,I,BK50,Canarsie,4009
387,956,3,Brooklyn,95600,3095600,I,BK50,Canarsie,4009
858,66,3,Brooklyn,6600,3006600,E,BK31,Bay Ridge,4013
388,958,3,Brooklyn,95800,3095800,I,BK50,Canarsie,4009
389,964,3,Brooklyn,96400,3096400,E,BK50,Canarsie,4009
390,966,3,Brooklyn,96600,3096600,I,BK50,Canarsie,4009
391,968,3,Brooklyn,96800,3096800,I,BK50,Canarsie,4009
392,970,3,Brooklyn,97000,3097000,I,BK50,Canarsie,4009
393,984,3,Brooklyn,98400,3098400,I,BK50,Canarsie,4009
394,986,3,Brooklyn,98600,3098600,I,BK50,Canarsie,4009
395,988,3,Brooklyn,98800,3098800,I,BK50,Canarsie,4009
396,990,3,Brooklyn,99000,3099000,I,BK50,Canarsie,4009
397,992,3,Brooklyn,99200,3099200,I,BK50,Canarsie,4009
398,994,3,Brooklyn,99400,3099400,I,BK50,Canarsie,4009
399,996,3,Brooklyn,99600,3099600,I,BK50,Canarsie,4009
400,1004,3,Brooklyn,100400,3100400,I,BK50,Canarsie,4009
401,1006,3,Brooklyn,100600,3100600,I,BK50,Canarsie,4009
402,1008,3,Brooklyn,100800,3100800,E,BK50,Canarsie,4009
403,1010,3,Brooklyn,101000,3101000,I,BK50,Canarsie,4009
404,1012,3,Brooklyn,101200,3101200,E,BK50,Canarsie,4009
405,1014,3,Brooklyn,101400,3101400,I,BK50,Canarsie,4009
406,1016,3,Brooklyn,101600,3101600,I,BK50,Canarsie,4009
407,1018,3,Brooklyn,101800,3101800,I,BK50,Canarsie,4009
408,1020,3,Brooklyn,102000,3102000,I,BK50,Canarsie,4009
409,1024,3,Brooklyn,102400,3102400,I,BK50,Canarsie,4009
410,1026,3,Brooklyn,102600,3102600,I,BK50,Canarsie,4009
411,1110,3,Brooklyn,111000,3111000,E,BK82,East New York,4008
412,1120,3,Brooklyn,112000,3112000,E,BK82,East New York,4008
413,1122,3,Brooklyn,112200,3112200,E,BK85,East New York (Pennsylvania Ave),4007
414,1124,3,Brooklyn,112400,3112400,E,BK82,East New York,4008
415,1126,3,Brooklyn,112600,3112600,E,BK85,East New York (Pennsylvania Ave),4007
416,1128,3,Brooklyn,112800,3112800,E,BK85,East New York (Pennsylvania Ave),4007
417,1130,3,Brooklyn,113000,3113000,E,BK85,East New York (Pennsylvania Ave),4007
418,1134,3,Brooklyn,113400,3113400,E,BK85,East New York (Pennsylvania Ave),4007
419,1146,3,Brooklyn,114600,3114600,E,BK83,Cypress Hills-City Line,4008
420,1150,3,Brooklyn,115000,3115000,E,BK82,East New York,4008
421,1152,3,Brooklyn,115200,3115200,E,BK82,East New York,4008
422,1156,3,Brooklyn,115600,3115600,E,BK85,East New York (Pennsylvania Ave),4007
423,1158,3,Brooklyn,115800,3115800,E,BK85,East New York (Pennsylvania Ave),4007
424,1160,3,Brooklyn,116000,3116000,E,BK82,East New York,4008
425,1162,3,Brooklyn,116200,3116200,E,BK82,East New York,4008
426,1164,3,Brooklyn,116400,3116400,E,BK82,East New York,4008
427,1166,3,Brooklyn,116600,3116600,E,BK82,East New York,4008
428,1168,3,Brooklyn,116800,3116800,E,BK82,East New York,4008
429,1170,3,Brooklyn,117000,3117000,E,BK82,East New York,4008
430,1172.01,3,Brooklyn,117201,3117201,E,BK83,Cypress Hills-City Line,4008
431,1172.02,3,Brooklyn,117202,3117202,E,BK83,Cypress Hills-City Line,4008
432,1192,3,Brooklyn,119200,3119200,E,BK82,East New York,4008
433,1194,3,Brooklyn,119400,3119400,E,BK82,East New York,4008
434,16,2,Bronx,1600,2001600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709
435,27.01,2,Bronx,2701,2002701,E,BX39,Mott Haven-Port Morris,3710
436,33,2,Bronx,3300,2003300,E,BX39,Mott Haven-Port Morris,3710
437,35,2,Bronx,3500,2003500,E,BX39,Mott Haven-Port Morris,3710
438,37,2,Bronx,3700,2003700,E,BX39,Mott Haven-Port Morris,3710
439,38,2,Bronx,3800,2003800,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709
440,40.01,2,Bronx,4001,2004001,E,BX55,Soundview-Bruckner,3709
441,44,2,Bronx,4400,2004400,E,BX55,Soundview-Bruckner,3709
442,48,2,Bronx,4800,2004800,E,BX55,Soundview-Bruckner,3709
443,50.02,2,Bronx,5002,2005002,E,BX55,Soundview-Bruckner,3709
444,68,2,Bronx,6800,2006800,E,BX55,Soundview-Bruckner,3709
445,70,2,Bronx,7000,2007000,E,BX55,Soundview-Bruckner,3709
446,89,2,Bronx,8900,2008900,E,BX27,Hunts Point,3710
447,121.01,2,Bronx,12101,2012101,E,BX35,Morrisania-Melrose,3705
448,121.02,2,Bronx,12102,2012102,E,BX27,Hunts Point,3710
449,125,2,Bronx,12500,2012500,E,BX35,Morrisania-Melrose,3705
450,127.01,2,Bronx,12701,2012701,E,BX27,Hunts Point,3710
451,129.01,2,Bronx,12901,2012901,E,BX33,Longwood,3710
452,130,2,Bronx,13000,2013000,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703
453,131,2,Bronx,13100,2013100,E,BX33,Longwood,3710
454,135,2,Bronx,13500,2013500,E,BX35,Morrisania-Melrose,3705
455,143,2,Bronx,14300,2014300,E,BX14,East Concourse-Concourse Village,3708
456,151,2,Bronx,15100,2015100,E,BX35,Morrisania-Melrose,3705
457,159,2,Bronx,15900,2015900,E,BX27,Hunts Point,3710
458,162,2,Bronx,16200,2016200,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703
459,163,2,Bronx,16300,2016300,I,BX99,park-cemetery-etc-Bronx,3705
474,236,2,Bronx,23600,2023600,I,BX37,Van Nest-Morris Park-Westchester Square,3704
460,166,2,Bronx,16600,2016600,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703
461,175,2,Bronx,17500,2017500,E,BX14,East Concourse-Concourse Village,3708
462,177.01,2,Bronx,17701,2017701,E,BX14,East Concourse-Concourse Village,3708
463,179.01,2,Bronx,17901,2017901,E,BX14,East Concourse-Concourse Village,3708
464,179.02,2,Bronx,17902,2017902,E,BX14,East Concourse-Concourse Village,3708
465,181.01,2,Bronx,18101,2018101,E,BX14,East Concourse-Concourse Village,3708
466,181.02,2,Bronx,18102,2018102,E,BX14,East Concourse-Concourse Village,3708
467,202,2,Bronx,20200,2020200,E,BX59,Westchester-Unionport,3709
468,204,2,Bronx,20400,2020400,E,BX59,Westchester-Unionport,3709
469,206.01,2,Bronx,20601,2020601,E,BX59,Westchester-Unionport,3709
470,216.01,2,Bronx,21601,2021601,E,BX08,West Farms-Bronx River,3709
471,221.02,2,Bronx,22102,2022102,E,BX63,West Concourse,3708
472,223,2,Bronx,22300,2022300,E,BX63,West Concourse,3708
473,232,2,Bronx,23200,2023200,E,BX37,Van Nest-Morris Park-Westchester Square,3704
475,237.03,2,Bronx,23703,2023703,E,BX40,Fordham South,3707
476,237.04,2,Bronx,23704,2023704,E,BX40,Fordham South,3707
477,239,2,Bronx,23900,2023900,E,BX40,Fordham South,3707
478,241,2,Bronx,24100,2024100,E,BX41,Mount Hope,3707
479,243,2,Bronx,24300,2024300,E,BX36,University Heights-Morris Heights,3707
480,245.02,2,Bronx,24502,2024502,E,BX36,University Heights-Morris Heights,3707
481,246,2,Bronx,24600,2024600,I,BX49,Pelham Parkway,3704
482,249,2,Bronx,24900,2024900,I,BX36,University Heights-Morris Heights,3707
483,250,2,Bronx,25000,2025000,E,BX49,Pelham Parkway,3704
484,252,2,Bronx,25200,2025200,I,BX37,Van Nest-Morris Park-Westchester Square,3704
485,254,2,Bronx,25400,2025400,I,BX37,Van Nest-Morris Park-Westchester Square,3704
486,286,2,Bronx,28600,2028600,I,BX37,Van Nest-Morris Park-Westchester Square,3704
487,287,2,Bronx,28700,2028700,I,BX29,Spuyten Duyvil-Kingsbridge,3701
488,288,2,Bronx,28800,2028800,I,BX49,Pelham Parkway,3704
489,301,2,Bronx,30100,2030100,I,BX29,Spuyten Duyvil-Kingsbridge,3701
490,312,2,Bronx,31200,2031200,I,BX31,Allerton-Pelham Gardens,3704
491,314,2,Bronx,31400,2031400,I,BX31,Allerton-Pelham Gardens,3704
492,316,2,Bronx,31600,2031600,I,BX31,Allerton-Pelham Gardens,3704
493,318,2,Bronx,31800,2031800,I,BX31,Allerton-Pelham Gardens,3704
494,324,2,Bronx,32400,2032400,E,BX07,Bronxdale,3704
495,326,2,Bronx,32600,2032600,I,BX31,Allerton-Pelham Gardens,3704
496,330,2,Bronx,33000,2033000,E,BX07,Bronxdale,3704
497,338,2,Bronx,33800,2033800,E,BX07,Bronxdale,3704
498,360,2,Bronx,36000,2036000,I,BX31,Allerton-Pelham Gardens,3704
499,364,2,Bronx,36400,2036400,I,BX03,Eastchester-Edenwald-Baychester,3702
500,365.02,2,Bronx,36502,2036502,E,BX17,East Tremont,3705
501,367,2,Bronx,36700,2036700,E,BX17,East Tremont,3705
502,368,2,Bronx,36800,2036800,I,BX44,Williamsbridge-Olinville,3702
503,370,2,Bronx,37000,2037000,I,BX44,Williamsbridge-Olinville,3702
504,372,2,Bronx,37200,2037200,E,BX44,Williamsbridge-Olinville,3702
505,387,2,Bronx,38700,2038700,E,BX06,Belmont,3705
506,392,2,Bronx,39200,2039200,E,BX44,Williamsbridge-Olinville,3702
507,394,2,Bronx,39400,2039400,E,BX44,Williamsbridge-Olinville,3702
508,396,2,Bronx,39600,2039600,E,BX44,Williamsbridge-Olinville,3702
509,398,2,Bronx,39800,2039800,I,BX44,Williamsbridge-Olinville,3702
510,399.02,2,Bronx,39902,2039902,E,BX05,Bedford Park-Fordham North,3706
511,401,2,Bronx,40100,2040100,E,BX05,Bedford Park-Fordham North,3706
512,403.03,2,Bronx,40303,2040303,E,BX28,Van Cortlandt Village,3701
781,1187,4,Queens,118700,4118700,I,QN52,East Flushing,4103
513,403.04,2,Bronx,40304,2040304,E,BX28,Van Cortlandt Village,3701
514,404,2,Bronx,40400,2040400,I,BX44,Williamsbridge-Olinville,3702
515,405.01,2,Bronx,40501,2040501,E,BX05,Bedford Park-Fordham North,3706
516,405.02,2,Bronx,40502,2040502,E,BX05,Bedford Park-Fordham North,3706
517,406,2,Bronx,40600,2040600,I,BX44,Williamsbridge-Olinville,3702
518,407.01,2,Bronx,40701,2040701,E,BX28,Van Cortlandt Village,3701
519,407.02,2,Bronx,40702,2040702,E,BX05,Bedford Park-Fordham North,3706
520,415,2,Bronx,41500,2041500,E,BX05,Bedford Park-Fordham North,3706
521,422,2,Bronx,42200,2042200,E,BX44,Williamsbridge-Olinville,3702
522,423,2,Bronx,42300,2042300,E,BX43,Norwood,3706
523,424,2,Bronx,42400,2042400,I,BX44,Williamsbridge-Olinville,3702
524,428,2,Bronx,42800,2042800,I,BX62,Woodlawn-Wakefield,3702
525,429.02,2,Bronx,42902,2042902,E,BX43,Norwood,3706
526,430,2,Bronx,43000,2043000,I,BX62,Woodlawn-Wakefield,3702
527,434,2,Bronx,43400,2043400,E,BX62,Woodlawn-Wakefield,3702
528,436,2,Bronx,43600,2043600,I,BX62,Woodlawn-Wakefield,3702
529,451.01,2,Bronx,45101,2045101,I,BX62,Woodlawn-Wakefield,3702
530,153,2,Bronx,15300,2015300,E,BX75,Crotona Park East,3705
531,89,5,Staten Island,8900,5008900,I,SI22,West New Brighton-New Brighton-St. George,3903
532,2,4,Queens,200,4000200,E,QN53,Woodhaven,4111
533,4,4,Queens,400,4000400,I,QN53,Woodhaven,4111
534,6,4,Queens,600,4000600,E,QN53,Woodhaven,4111
535,8,4,Queens,800,4000800,I,QN53,Woodhaven,4111
536,10,4,Queens,1000,4001000,I,QN53,Woodhaven,4111
537,12,4,Queens,1200,4001200,I,QN53,Woodhaven,4111
538,14,4,Queens,1400,4001400,I,QN53,Woodhaven,4111
539,16,4,Queens,1600,4001600,E,QN53,Woodhaven,4111
540,22,4,Queens,2200,4002200,I,QN53,Woodhaven,4111
541,28,4,Queens,2800,4002800,I,QN54,Richmond Hill,4111
542,31,4,Queens,3100,4003100,E,QN68,Queensbridge-Ravenswood-Long Island City,4101
543,36,4,Queens,3600,4003600,E,QN53,Woodhaven,4111
544,38,4,Queens,3800,4003800,I,QN53,Woodhaven,4111
545,39,4,Queens,3900,4003900,E,QN68,Queensbridge-Ravenswood-Long Island City,4101
546,40.01,4,Queens,4001,4004001,E,QN53,Woodhaven,4111
547,42,4,Queens,4200,4004200,E,QN53,Woodhaven,4111
548,44.01,4,Queens,4401,4004401,E,QN56,Ozone Park,4113
549,50,4,Queens,5000,4005000,I,QN56,Ozone Park,4113
550,51,4,Queens,5100,4005100,E,QN68,Queensbridge-Ravenswood-Long Island City,4101
551,52,4,Queens,5200,4005200,E,QN53,Woodhaven,4111
720,606,4,Queens,60600,4060600,I,QN33,Cambria Heights,4105
552,54,4,Queens,5400,4005400,I,QN56,Ozone Park,4113
553,65.02,4,Queens,6502,4006502,E,QN70,Astoria,4101
554,73,4,Queens,7300,4007300,I,QN71,Old Astoria,4101
555,79,4,Queens,7900,4007900,E,QN71,Old Astoria,4101
556,91,4,Queens,9100,4009100,E,QN71,Old Astoria,4101
557,94,4,Queens,9400,4009400,E,QN55,South Ozone Park,4113
558,97,4,Queens,9700,4009700,I,QN72,Steinway,4101
559,101,4,Queens,10100,4010100,I,QN72,Steinway,4101
560,102,4,Queens,10200,4010200,E,QN55,South Ozone Park,4113
561,104,4,Queens,10400,4010400,E,QN55,South Ozone Park,4113
562,106,4,Queens,10600,4010600,I,QN55,South Ozone Park,4113
563,108,4,Queens,10800,4010800,I,QN54,Richmond Hill,4111
564,111,4,Queens,11100,4011100,I,QN72,Steinway,4101
565,112,4,Queens,11200,4011200,I,QN54,Richmond Hill,4111
871,392,3,Brooklyn,39200,3039200,E,BK25,Homecrest,4016
566,113,4,Queens,11300,4011300,E,QN72,Steinway,4101
567,114,4,Queens,11400,4011400,E,QN54,Richmond Hill,4111
568,115,4,Queens,11500,4011500,E,QN72,Steinway,4101
569,116,4,Queens,11600,4011600,E,QN54,Richmond Hill,4111
570,117,4,Queens,11700,4011700,I,QN72,Steinway,4101
571,118,4,Queens,11800,4011800,I,QN54,Richmond Hill,4111
572,119,4,Queens,11900,4011900,E,QN72,Steinway,4101
573,121,4,Queens,12100,4012100,E,QN72,Steinway,4101
574,124,4,Queens,12400,4012400,E,QN54,Richmond Hill,4111
575,126.01,4,Queens,12601,4012601,E,QN54,Richmond Hill,4111
576,126.02,4,Queens,12602,4012602,I,QN54,Richmond Hill,4111
577,128,4,Queens,12800,4012800,I,QN54,Richmond Hill,4111
578,130,4,Queens,13000,4013000,I,QN54,Richmond Hill,4111
579,136,4,Queens,13600,4013600,I,QN60,Kew Gardens,4111
594,178,4,Queens,17800,4017800,E,QN55,South Ozone Park,4113
580,140,4,Queens,14000,4014000,I,QN60,Kew Gardens,4111
581,143,4,Queens,14300,4014300,E,QN70,Astoria,4101
582,145,4,Queens,14500,4014500,I,QN70,Astoria,4101
583,147,4,Queens,14700,4014700,I,QN70,Astoria,4101
584,149,4,Queens,14900,4014900,E,QN70,Astoria,4101
585,153,4,Queens,15300,4015300,I,QN70,Astoria,4101
586,154,4,Queens,15400,4015400,I,QN54,Richmond Hill,4111
587,156,4,Queens,15600,4015600,I,QN54,Richmond Hill,4111
588,158.02,4,Queens,15802,4015802,E,QN55,South Ozone Park,4113
589,161,4,Queens,16100,4016100,E,QN70,Astoria,4101
590,164,4,Queens,16400,4016400,E,QN55,South Ozone Park,4113
591,166,4,Queens,16600,4016600,E,QN55,South Ozone Park,4113
592,168,4,Queens,16800,4016800,E,QN55,South Ozone Park,4113
593,172,4,Queens,17200,4017200,I,QN55,South Ozone Park,4113
595,180,4,Queens,18000,4018000,E,QN55,South Ozone Park,4113
596,184.01,4,Queens,18401,4018401,E,QN76,Baisley Park,4112
597,184.02,4,Queens,18402,4018402,I,QN76,Baisley Park,4112
598,185.01,4,Queens,18501,4018501,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109
599,185.02,4,Queens,18502,4018502,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109
600,186,4,Queens,18600,4018600,I,QN76,Baisley Park,4112
601,190,4,Queens,19000,4019000,I,QN76,Baisley Park,4112
602,230,4,Queens,23000,4023000,I,QN35,Briarwood-Jamaica Hills,4106
603,232,4,Queens,23200,4023200,I,QN35,Briarwood-Jamaica Hills,4106
604,236,4,Queens,23600,4023600,E,QN35,Briarwood-Jamaica Hills,4106
605,238,4,Queens,23800,4023800,E,QN61,Jamaica,4112
961,259.01,3,Brooklyn,25901,3025901,E,BK75,Bedford,4003
606,247,4,Queens,24700,4024700,I,QN63,Woodside,4109
607,259,4,Queens,25900,4025900,E,QN63,Woodside,4109
608,261,4,Queens,26100,4026100,E,QN63,Woodside,4109
609,266,4,Queens,26600,4026600,E,QN01,South Jamaica,4112
610,269.01,4,Queens,26901,4026901,E,QN29,Elmhurst,4107
611,269.02,4,Queens,26902,4026902,E,QN29,Elmhurst,4107
612,270,4,Queens,27000,4027000,I,QN01,South Jamaica,4112
613,271,4,Queens,27100,4027100,E,QN29,Elmhurst,4107
614,272,4,Queens,27200,4027200,E,QN76,Baisley Park,4112
615,273,4,Queens,27300,4027300,E,QN28,Jackson Heights,4102
616,274,4,Queens,27400,4027400,I,QN76,Baisley Park,4112
617,275,4,Queens,27500,4027500,E,QN28,Jackson Heights,4102
618,277,4,Queens,27700,4027700,E,QN28,Jackson Heights,4102
619,279,4,Queens,27900,4027900,E,QN28,Jackson Heights,4102
620,280,4,Queens,28000,4028000,I,QN08,St. Albans,4112
621,281,4,Queens,28100,4028100,I,QN28,Jackson Heights,4102
622,282,4,Queens,28200,4028200,I,QN08,St. Albans,4112
623,283,4,Queens,28300,4028300,E,QN28,Jackson Heights,4102
624,285,4,Queens,28500,4028500,I,QN28,Jackson Heights,4102
625,287,4,Queens,28700,4028700,E,QN28,Jackson Heights,4102
626,289,4,Queens,28900,4028900,E,QN28,Jackson Heights,4102
627,309.03,4,Queens,30903,4030903,E,QN28,Jackson Heights,4102
628,327,4,Queens,32700,4032700,E,QN28,Jackson Heights,4102
629,329,4,Queens,32900,4032900,I,QN28,Jackson Heights,4102
630,337,4,Queens,33700,4033700,E,QN28,Jackson Heights,4102
631,339,4,Queens,33900,4033900,E,QN28,Jackson Heights,4102
644,394,4,Queens,39400,4039400,I,QN08,St. Albans,4112
632,347,4,Queens,34700,4034700,I,QN28,Jackson Heights,4102
633,351,4,Queens,35100,4035100,E,QN28,Jackson Heights,4102
634,353,4,Queens,35300,4035300,E,QN27,East Elmhurst,4102
635,361,4,Queens,36100,4036100,E,QN27,East Elmhurst,4102
636,363,4,Queens,36300,4036300,E,QN27,East Elmhurst,4102
637,365,4,Queens,36500,4036500,E,QN27,East Elmhurst,4102
638,367,4,Queens,36700,4036700,E,QN27,East Elmhurst,4102
639,371,4,Queens,37100,4037100,I,QN27,East Elmhurst,4102
640,375,4,Queens,37500,4037500,E,QN26,North Corona,4102
641,377,4,Queens,37700,4037700,E,QN26,North Corona,4102
642,379,4,Queens,37900,4037900,E,QN26,North Corona,4102
643,384,4,Queens,38400,4038400,I,QN08,St. Albans,4112
645,398,4,Queens,39800,4039800,I,QN08,St. Albans,4112
646,399,4,Queens,39900,4039900,E,QN25,Corona,4107
647,400,4,Queens,40000,4040000,I,QN08,St. Albans,4112
648,401,4,Queens,40100,4040100,E,QN26,North Corona,4102
649,402,4,Queens,40200,4040200,I,QN08,St. Albans,4112
650,403,4,Queens,40300,4040300,E,QN26,North Corona,4102
651,411,4,Queens,41100,4041100,E,QN25,Corona,4107
652,413,4,Queens,41300,4041300,E,QN25,Corona,4107
653,415,4,Queens,41500,4041500,E,QN25,Corona,4107
654,434,4,Queens,43400,4043400,I,QN01,South Jamaica,4112
655,443.01,4,Queens,44301,4044301,E,QN25,Corona,4107
656,443.02,4,Queens,44302,4044302,E,QN25,Corona,4107
657,446.02,4,Queens,44602,4044602,E,QN61,Jamaica,4112
669,484,4,Queens,48400,4048400,I,QN07,Hollis,4112
658,448,4,Queens,44800,4044800,E,QN35,Briarwood-Jamaica Hills,4106
659,457,4,Queens,45700,4045700,E,QN29,Elmhurst,4107
660,459,4,Queens,45900,4045900,I,QN29,Elmhurst,4107
661,461,4,Queens,46100,4046100,E,QN29,Elmhurst,4107
662,463,4,Queens,46300,4046300,E,QN29,Elmhurst,4107
663,465,4,Queens,46500,4046500,E,QN29,Elmhurst,4107
664,467,4,Queens,46700,4046700,E,QN29,Elmhurst,4107
665,469,4,Queens,46900,4046900,E,QN29,Elmhurst,4107
666,479,4,Queens,47900,4047900,I,QN50,Elmhurst-Maspeth,4109
667,481,4,Queens,48100,4048100,E,QN29,Elmhurst,4107
668,483,4,Queens,48300,4048300,E,QN50,Elmhurst-Maspeth,4109
670,489,4,Queens,48900,4048900,E,QN50,Elmhurst-Maspeth,4109
671,495,4,Queens,49500,4049500,I,QN30,Maspeth,4110
672,496,4,Queens,49600,4049600,I,QN34,Queens Village,4105
673,499,4,Queens,49900,4049900,E,QN29,Elmhurst,4107
674,502.01,4,Queens,50201,4050201,I,QN07,Hollis,4112
675,502.02,4,Queens,50202,4050202,I,QN07,Hollis,4112
676,504,4,Queens,50400,4050400,I,QN07,Hollis,4112
677,506,4,Queens,50600,4050600,I,QN07,Hollis,4112
678,508,4,Queens,50800,4050800,I,QN07,Hollis,4112
679,510,4,Queens,51000,4051000,I,QN07,Hollis,4112
944,556,3,Brooklyn,55600,3055600,I,BK25,Homecrest,4016
680,512,4,Queens,51200,4051200,I,QN34,Queens Village,4105
681,516,4,Queens,51600,4051600,I,QN34,Queens Village,4105
682,517,4,Queens,51700,4051700,I,QN30,Maspeth,4110
683,518,4,Queens,51800,4051800,I,QN08,St. Albans,4112
684,520,4,Queens,52000,4052000,I,QN08,St. Albans,4112
685,521,4,Queens,52100,4052100,I,QN30,Maspeth,4110
686,522,4,Queens,52200,4052200,I,QN08,St. Albans,4112
687,524,4,Queens,52400,4052400,I,QN08,St. Albans,4112
688,525,4,Queens,52500,4052500,I,QN30,Maspeth,4110
689,526,4,Queens,52600,4052600,I,QN08,St. Albans,4112
690,528,4,Queens,52800,4052800,E,QN08,St. Albans,4112
691,530,4,Queens,53000,4053000,I,QN08,St. Albans,4112
692,532,4,Queens,53200,4053200,I,QN34,Queens Village,4105
693,534.01,4,Queens,53401,4053401,I,QN33,Cambria Heights,4105
694,536.01,4,Queens,53601,4053601,I,QN34,Queens Village,4105
695,540,4,Queens,54000,4054000,E,QN34,Queens Village,4105
696,542,4,Queens,54200,4054200,I,QN34,Queens Village,4105
697,545,4,Queens,54500,4054500,E,QN20,Ridgewood,4110
698,547,4,Queens,54700,4054700,E,QN20,Ridgewood,4110
699,549,4,Queens,54900,4054900,E,QN20,Ridgewood,4110
700,551,4,Queens,55100,4055100,E,QN20,Ridgewood,4110
701,553,4,Queens,55300,4055300,E,QN20,Ridgewood,4110
702,555,4,Queens,55500,4055500,E,QN20,Ridgewood,4110
703,556,4,Queens,55600,4055600,I,QN34,Queens Village,4105
704,558,4,Queens,55800,4055800,I,QN34,Queens Village,4105
705,565,4,Queens,56500,4056500,E,QN19,Glendale,4110
706,577,4,Queens,57700,4057700,E,QN19,Glendale,4110
707,579,4,Queens,57900,4057900,E,QN19,Glendale,4110
708,581,4,Queens,58100,4058100,I,QN20,Ridgewood,4110
709,583,4,Queens,58300,4058300,I,QN20,Ridgewood,4110
710,585,4,Queens,58500,4058500,E,QN20,Ridgewood,4110
711,587,4,Queens,58700,4058700,E,QN20,Ridgewood,4110
712,589,4,Queens,58900,4058900,E,QN20,Ridgewood,4110
713,591,4,Queens,59100,4059100,E,QN20,Ridgewood,4110
714,593,4,Queens,59300,4059300,E,QN20,Ridgewood,4110
715,594,4,Queens,59400,4059400,I,QN33,Cambria Heights,4105
716,596,4,Queens,59600,4059600,I,QN33,Cambria Heights,4105
717,598,4,Queens,59800,4059800,I,QN33,Cambria Heights,4105
718,599,4,Queens,59900,4059900,I,QN30,Maspeth,4110
719,600,4,Queens,60000,4060000,E,QN33,Cambria Heights,4105
721,608,4,Queens,60800,4060800,I,QN33,Cambria Heights,4105
722,613.01,4,Queens,61301,4061301,I,QN20,Ridgewood,4110
723,614,4,Queens,61400,4061400,I,QN33,Cambria Heights,4105
724,618,4,Queens,61800,4061800,I,QN66,Laurelton,4105
725,627,4,Queens,62700,4062700,E,QN19,Glendale,4110
726,629,4,Queens,62900,4062900,E,QN19,Glendale,4110
727,632,4,Queens,63200,4063200,I,QN66,Laurelton,4105
728,641.01,4,Queens,64101,4064101,I,QN53,Woodhaven,4111
729,657.02,4,Queens,65702,4065702,I,QN21,Middle Village,4110
730,657.03,4,Queens,65703,4065703,I,QN21,Middle Village,4110
731,659,4,Queens,65900,4065900,I,QN21,Middle Village,4110
782,1189,4,Queens,118900,4118900,I,QN52,East Flushing,4103
732,660,4,Queens,66000,4066000,I,QN05,Rosedale,4105
733,661,4,Queens,66100,4066100,I,QN21,Middle Village,4110
734,663,4,Queens,66300,4066300,I,QN21,Middle Village,4110
735,667.01,4,Queens,66701,4066701,I,QN21,Middle Village,4110
736,671,4,Queens,67100,4067100,I,QN21,Middle Village,4110
737,677,4,Queens,67700,4067700,I,QN21,Middle Village,4110
738,679,4,Queens,67900,4067900,I,QN21,Middle Village,4110
739,687,4,Queens,68700,4068700,I,QN18,Rego Park,4108
740,690,4,Queens,69000,4069000,I,QN03,Springfield Gardens South-Brookville,4105
